,code,product_name,countries,nutrition_grade_fr,pnns_groups_1,pnns_groups_2,energy_100g,sugars_100g,nutrition-score-fr_100g
256941,4001716065327,Naturtrüber Apfelsaft,Germany,c,Beverages,Fruit juices,209.0,11.0,5.0
256942,4001716065341,Multivitamin-Mehrfrucht-Nektar,Germany,d,Beverages,Fruit nectars,101.0,4.6,8.0
257012,4001726035044,Sucre en poudre,en:FR,d,Sugary snacks,Sweets,1674.0,100.0,14.0
257014,4001726221003,Brauner Zucker Kandisfarin,Germany,d,Sugary snacks,Sweets,1683.0,99.0,15.0
257017,4001743021372,Alpia Noisette,Germany,e,Sugary snacks,Chocolate products,2324.0,49.0,26.0
257018,4001743021716,Alpia Alpenmilch Schokolade,Germany,e,Sugary snacks,Chocolate products,2241.0,58.0,26.0
257019,4001743021730,Alpia Haselnuss,Germany,e,Sugary snacks,Chocolate products,2281.0,53.2,26.0
257020,4001743021822,Alpia Zartbitter,Germany,e,Sugary snacks,Chocolate products,2201.0,47.7,26.0
257024,4001743023406,Aplia weiße Schokolade,Germany,e,Sugary snacks,Chocolate products,2367.0,54.3,28.0
257025,4001743024199,Alpia Knusprige Weiße,Germany,e,Sugary snacks,Chocolate products,2290.0,49.3,28.0
257026,4001743024359,Alpia Edel-Nougat,Germany,e,Sugary snacks,Chocolate products,2298.0,54.2,26.0
257028,4001743039469,Edelbitter 70% Kakao,Germany,e,Sugary snacks,Chocolate products,2321.0,24.7,21.0
257132,4002309006611,Pâte à tartiner aux noisettes sans huile de palme,en:FR,d,Sugary snacks,Sweets,2265.0,6.8,13.0
257161,4002343000200,Ensinger Zitrone,Germany,e,Beverages,Sweetened beverages,149.0,8.5,11.0
257311,4002575010442,Nusspli,Germany,e,Sugary snacks,Sweets,2278.0,58.0,25.0
257312,4002575012743,Nusspli,Germany,e,Sugary snacks,Sweets,2278.0,58.0,25.0
257316,4002575292596,75% Frucht Kiwi,Germany,c,Sugary snacks,Sweets,757.0,38.5,5.0
257317,4002575292619,75% Frucht Schwarzkirsche,en:FR,c,Sugary snacks,Sweets,722.0,37.0,9.0
257322,4002575327595,Frühstücks-Konfitüre Sauerkirsche,Germany,d,Sugary snacks,Sweets,956.0,49.0,11.0
257324,4002575464931,Edel-Marzipanperlen,Germany,e,Sugary snacks,Sweets,2038.0,54.0,26.0
257326,4002575475166,Fruchtcreme Himbeeren,Germany,d,Sugary snacks,Sweets,995.0,55.0,12.0
257327,4002575503012,Oranges marmelade,en:FR,d,Sugary snacks,Sweets,1026.0,55.0,13.0
257328,4002575503111,Confiture Framboise,en:FR,d,Sugary snacks,Sweets,1050.0,55.0,12.0
257329,4002575511215,Bel Manda Orient-Pistazien,Germany,e,Sugary snacks,Chocolate products,1985.0,51.0,23.0
257330,4002575511338,Bel Choco Winter-Nougat,Germany,e,Sugary snacks,Chocolate products,2447.0,49.0,27.0
257334,4002575514506,Sonnen Früchte Heidelbeere,en:FR,d,Sugary snacks,Sweets,977.0,55.0,11.0
257337,4002575539394,La Tradition Confiture de Fraises,en:FR,d,Sugary snacks,Sweets,1017.0,55.0,13.0
257339,4002575539455,La Tradition- Confiture De Myrtille,en:FR,d,Sugary snacks,Sweets,1029.0,55.0,12.0
257341,4002590131313,afri cola Bonbons,Germany,d,Sugary snacks,Sweets,1615.0,71.0,14.0
257342,4002590135366,Verrückte Früchtchen,Germany,d,Sugary snacks,Sweets,1623.0,77.0,14.0
257345,4002590700151,Pulmoll Milch Honig,Germany,d,Sugary snacks,Sweets,1645.0,70.0,17.0
257348,4002590703909,Pulmoll,en:FR,d,Sugary snacks,Sweets,1620.0,72.0,14.0
257365,4002652000175,Karamell Gebäck Kränzel,Germany,e,Sugary snacks,Biscuits and cakes,1883.0,33.9,20.0
257366,4002652000717,Desiree FEINE WAFFELMISHUNG,en:FR,e,Sugary snacks,Biscuits and cakes,2312.0,38.0,24.0
257511,4002890002948,Edle Marzipanpralinen Walnuss,Germany,e,Sugary snacks,Sweets,2108.0,38.0,22.0
257512,4002890002955,Feine Trüffel & Pralinen,Germany,e,Sugary snacks,Sweets,2032.0,48.0,26.0
257513,4002890002979,Feine Pralinentaler Pfefferminz,Germany,e,Sugary snacks,Chocolate products,1697.0,66.0,20.0
257514,4002890002993,Feine Pralinentaler Zitrone,Germany,e,Sugary snacks,Chocolate products,1692.0,64.0,21.0
257515,4002899026266,Bateau biscuits Fraise,en:FR,e,Sugary snacks,Biscuits and cakes,1819.0,33.3,22.0
257516,4002899563105,Schoko Lebkuchen,en:FR,d,Sugary snacks,Biscuits and cakes,1632.0,33.8,17.0
257548,4002971120400,FrüchteTraum Himbeere,Germany,c,Milk and dairy products,Dairy desserts,486.0,14.5,4.0
257549,4002971226706,Grand Dessert Double Toffee Dulce de Leche,en:FR,c,Milk and dairy products,Dairy desserts,526.0,15.0,6.0
257558,4002971266207,Cacao Dessert Milchfrish,en:FR,b,Milk and dairy products,Dairy desserts,335.0,13.5,2.0
257595,4003084880410,Gummi Pizza,en:FR,d,Sugary snacks,Sweets,1444.0,58.4,14.0
257598,4003160035857,Feine Nürnberger Oblaten-Lebkuchen schokoliert,Germany,d,Sugary snacks,Biscuits and cakes,1664.0,36.4,17.0
257600,4003160037509,Cocosella,Germany,e,Sugary snacks,Biscuits and cakes,1718.0,33.8,23.0
257601,4003160038018,Contrella,Germany,d,Sugary snacks,Biscuits and cakes,1544.0,45.3,18.0
257602,4003160098104,Lebkuchen Allerlei,en:FR,d,Sugary snacks,Biscuits and cakes,1602.0,51.9,13.0
257603,4003160107806,Lebkuchenstäbchen Zartbitter,Germany,e,Sugary snacks,Biscuits and cakes,1771.0,36.0,20.0
257605,4003160279404,"Lebkuchen-Herzen mit Aprikosenfruchtfüllung, zartbitter",Germany,d,Sugary snacks,Biscuits and cakes,1468.0,36.5,17.0
257606,4003160279503,Lebkuchen-Herzen mit Aprikosenfruchtfüllung,Germany,d,Sugary snacks,Biscuits and cakes,1517.0,41.8,18.0
257610,4003164134709,Götterfunken,Germany,e,Sugary snacks,Chocolate products,2043.0,49.0,26.0
257621,4003240906008,Apfel klar,Germany,c,Beverages,Fruit juices,194.0,10.2,4.0
257622,4003240909009,heimischer Apfel naturtrüb,Germany,d,Beverages,Fruit juices,226.0,11.0,6.0
257623,4003240911002,heimische Birne,Germany,c,Beverages,Fruit juices,181.0,8.5,3.0
257723,4003754176447,Lübecker Edelmarzipan Happen,Germany,e,Sugary snacks,Sweets,2027.0,43.0,21.0
257724,4003754178076,Lübecker Edelmarzipanbrot,Germany,e,Sugary snacks,Sweets,2025.0,43.0,21.0
257725,4003754178717,6 Früchte aus zart-saftigem Lübecker Edelmarzipan,Germany,d,Sugary snacks,Sweets,1943.0,43.0,16.0
257726,4003754178809,Lübecker Edelmarzipan-Kartoffeln,Germany,d,Sugary snacks,Sweets,1953.0,43.6,16.0
257746,4003904033514,Fit & Fresh Apfelschorle,Germany,b,Beverages,Fruit juices,116.0,6.4,0.0
257759,4004019014115,Lemon Shandy,Germany,e,Beverages,Sweetened beverages,180.0,8.0,12.0
257774,4004154020231,Orangensaft,Germany,c,Beverages,Fruit juices,185.0,9.0,3.0
257782,4004191005536,Rotbäckchen Immunstark,Germany,d,Beverages,Fruit juices,235.0,13.0,7.0
257797,4004661018011,Traubensaft,Germany,e,Beverages,Fruit juices,286.0,16.0,10.0
257798,4004661018578,Roter Mehrfruchtsaft,Germany,c,Beverages,Fruit juices,198.0,10.4,4.0
257799,4004661020823,Jus de pomme doux,en:FR,c,Beverages,Fruit juices,197.0,10.5,4.0
257800,4004661020861,Pack de 3 briques de jus de pomme doux,en:FR,c,Beverages,Fruit juices,197.0,10.5,4.0
257801,4004661021127,Apfelsaft - Jacoby,en:FR,c,Beverages,Fruit juices,192.0,10.0,4.0
257802,4004661066319,Apfelsaft naturtrüb Direktsaft,Germany,c,Beverages,Fruit juices,195.0,10.0,4.0
257803,4004661066814,Apfelsaft aus Apfelsaftkonzentrat,Germany,c,Beverages,Fruit juices,195.0,10.0,4.0
257807,4004661071177,Apfel-Birnensaft Direktsaft,en:FR,c,Beverages,Fruit juices,184.0,9.9,4.0
257809,4004661071771,Cocktail de jus de fruits rouges 100 % pur jus,en:FR,d,Beverages,Fruit juices,212.0,11.0,6.0
257810,4004661071870,Traubensaft,en:FR,e,Beverages,Fruit juices,280.0,17.0,10.0
257866,4005009102669,Zitronensaft,Germany,b,Beverages,Fruit juices,131.0,1.6,0.0
257868,4005009103222,Cornflakes ungesüßt,Germany,a,Cereals and potatoes,Breakfast cereals,1606.0,0.4,0.0
257881,4005009108159,Haferflocken Kleinblatt,Germany,a,Cereals and potatoes,Breakfast cereals,1468.0,1.1,0.0
257902,40052878,After Eight My Favourite,Germany,e,Sugary snacks,Chocolate products,2206.0,51.0,21.0
257914,4005394158005,Gelierzucker 2:1,Germany,d,Sugary snacks,Sweets,1643.0,95.9,13.0
257917,4005500003816,Smarties Mini,en:FR,e,Sugary snacks,Sweets,1948.0,66.6,21.0
257928,4005500029151,Le Viennois Chocolat,en:FR,c,Milk and dairy products,Dairy desserts,681.0,15.6,9.0
257929,4005500029168,Le Viennois (Café),en:FR,c,Milk and dairy products,Dairy desserts,682.0,17.2,9.0
257987,4005500534600,Crunch chocolat blanc,en:FR,e,Sugary snacks,Chocolate products,2216.0,52.4,27.0
257989,4005500569503,KitKat mini,en:FR,e,Sugary snacks,Sweets,2177.0,49.2,24.0
258022,4005517016021,Amecke Zink + Vitamin C,Germany,c,Beverages,Fruit juices,185.0,9.5,4.0
258024,4005517016069,Amecke +Antioxidantien Gelb,Germany,c,Beverages,Fruit juices,201.0,10.2,4.0
258027,4005561003251,Der MüsliKeks für Unterwegs,Germany,d,Sugary snacks,Biscuits and cakes,2024.0,25.8,13.0
258028,4005561532294,Tierlies,Germany,d,Sugary snacks,Biscuits and cakes,1992.0,22.6,15.0
258030,40055626,Kit Kat,en:FR,e,Sugary snacks,Sweets,2178.0,49.2,24.0
258047,40056470,Smarties x5,en:FR,e,Sugary snacks,Sweets,1948.0,62.7,24.0
258086,4005906005469,Adelholzener bio Schorle Apfel,Germany,d,Beverages,Sweetened beverages,99.0,5.3,8.0
258092,4005967510889,Früchte Haferbrei,Germany,a,Cereals and potatoes,Breakfast cereals,1491.0,18.1,0.0
258094,4005967511732,Lebkuchen Konfekt,Germany,d,Sugary snacks,Chocolate products,1999.0,39.5,18.0
258101,4005967557099,Feinste Baumkuchenspitzen,Germany,e,Sugary snacks,Biscuits and cakes,2157.0,33.1,22.0
258102,4005967585689,Dinkel Osterhasen-Kekse,Germany,e,Sugary snacks,Biscuits and cakes,2093.0,32.2,21.0
258103,4005967592380,Pflaumen in Zartbitterschokolade,Germany,d,Sugary snacks,Chocolate products,1500.0,43.1,16.0
258129,4006040004974,Beurre de cacahuète,en:FR,d,Sugary snacks,Sweets,2631.0,4.5,16.0
258132,4006040013457,Chocolat noir au gingembre,en:FR,e,Sugary snacks,Chocolate products,2192.0,51.0,21.0
258134,4006040013471,Chocolat noir 85%,en:FR,d,Sugary snacks,Chocolate products,2688.0,15.0,16.0
258135,4006040013624,Dunkle Vollmilch,Germany,e,Sugary snacks,Chocolate products,2368.0,41.0,21.0
258158,4006040069980,Chocolat au lait au mélange étudiant,en:FR,e,Sugary snacks,Chocolate products,2308.0,34.0,19.0
258164,4006040104308,Chocolat coco,en:FR,e,Sugary snacks,Chocolate products,2462.0,46.0,25.0
258165,4006040104384,Rapadura,en:FR,d,Sugary snacks,Sweets,1615.0,95.0,14.0
258171,4006040125679,Poir'et Pomme,en:FR,c,Sugary snacks,Sweets,1051.0,50.0,3.0
258184,4006040168379,Mond & Sterne Müsli,Germany,b,Cereals and potatoes,Breakfast cereals,1628.0,9.4,0.0
258195,4006040190929,Gaufrettes complètes citron,en:FR,d,Sugary snacks,Biscuits and cakes,2323.0,26.0,18.0
258196,4006040195245,Chocolat extra noir,en:FR,d,Sugary snacks,Chocolate products,2351.0,29.0,18.0
258200,4006040202844,Chocolat Nirwana Noir Praliné,en:FR,e,Sugary snacks,Chocolate products,2397.0,44.0,21.0
258206,4006040216841,Zartbitter Mandel,Germany,e,Sugary snacks,Chocolate products,2388.0,39.0,20.0
258233,4006040320395,Dunkle Vollmilchschokolade mit Amaranth,Germany,e,Sugary snacks,Chocolate products,2360.0,38.0,20.0
258234,4006040320517,Chocolat au Lait avec Fourrage aux Truffes Pralinées,en:FR,e,Sugary snacks,Chocolate products,2401.0,44.0,23.0
258250,4006040422013,Chocolat végan,en:FR,e,Sugary snacks,Chocolate products,2350.0,55.0,23.0
258253,4006040488897,Nirwana Vegan,en:FR,e,Sugary snacks,Chocolate products,2410.0,50.0,22.0
258351,4006375008111,Crème de chocolat noir mit sizilianischen Blutorangen,Germany,e,Sugary snacks,Sweets,2291.0,47.0,27.0
258352,4006375008166,Chocolat Crème de chocolat blanc mit Pistazien und Bittermandelaroma,Germany,e,Sugary snacks,Sweets,2417.0,55.0,27.0
258353,4006375008203,Chocolat Crème de chocolat blanc,Germany,e,Sugary snacks,Sweets,2395.0,57.0,25.0
258425,4006544355008,Würfel Zucker,Germany,d,Sugary snacks,Sweets,1700.0,100.0,15.0
258426,4006544356005,Würfel Zucker,Germany,d,Sugary snacks,Sweets,1700.0,100.0,15.0
258427,4006544416006,Gelier Zucker 2plus1,Germany,d,Sugary snacks,Sweets,1666.0,98.0,14.0
258428,4006544426005,Gelier Zucker 3plus1,Germany,d,Sugary snacks,Sweets,1649.0,97.0,14.0
258429,4006544486504,Brauner Zucker,Germany,d,Sugary snacks,Sweets,1683.0,99.0,15.0
258430,4006574061429,Peru 64% Edelbitter,Germany,e,Sugary snacks,Chocolate products,2228.0,35.0,23.0
258431,4006574067674,64% Peru Edelbitter,Germany,e,Sugary snacks,Chocolate products,2228.0,35.0,23.0
258432,4006574083339,Pralines ohne Alkohol,Germany,e,Sugary snacks,Chocolate products,2350.0,50.0,27.0
258433,4006574083346,Pralines ohne Alkohol,Germany,e,Sugary snacks,Chocolate products,2350.0,50.0,27.0
258445,4006613002703,Calendrier de l'avent au chocolat au lait,en:FR,e,Sugary snacks,Chocolate products,2226.0,57.0,27.0
258509,4006814000720,Calendrier de l'Avent,en:FR,e,Sugary snacks,Chocolate products,2259.0,61.0,26.0
258537,4006894179002,Lebkuchen Herzen,Germany,d,Sugary snacks,Biscuits and cakes,1544.0,44.2,18.0
258539,4006894250503,Dominos,Germany,d,Sugary snacks,Sweets,1634.0,56.2,18.0
258540,4006894289800,Schokoladen Lebkuchen,Germany,e,Sugary snacks,Biscuits and cakes,1645.0,41.3,20.0
258542,4006894524109,Best Selection,Germany,e,Sugary snacks,Biscuits and cakes,2123.0,33.6,24.0
258580,4006985902083,Chocolat en poudre Van Houten,en:FR,c,Sugary snacks,Chocolate products,1589.0,0.4,9.0
258581,4006985902304,L'Original 100% Pur Cacao,en:FR,c,Sugary snacks,Chocolate products,1516.0,0.5,9.0
258582,4006985902977,Chocolat façon bistrot,en:FR,d,Sugary snacks,Chocolate products,1580.0,62.0,14.0
258584,4006985906203,Cacao,en:FR,c,Sugary snacks,Chocolate products,1531.0,0.5,9.0
258617,4007803467203,Mandel-Honig-Printen Vollmilch,Germany,e,Sugary snacks,Biscuits and cakes,2071.0,47.0,26.0
258618,4007803467302,Honig-Printen Zartbitter,Germany,e,Sugary snacks,Biscuits and cakes,1878.0,47.0,25.0
258619,4007803820107,Konditoren-Gebäckmischung,Germany,e,Sugary snacks,Biscuits and cakes,2285.0,31.0,22.0
258620,4007803824006,Heidesand-Marmor,Germany,e,Sugary snacks,Biscuits and cakes,2217.0,24.0,22.0
258621,4007803824105,Gebäck-Variation,Germany,e,Sugary snacks,Biscuits and cakes,2325.0,39.0,24.0
258622,4007803826000,Butter-Mandel-Florentiner,Germany,e,Sugary snacks,Sweets,2239.0,41.0,25.0
258635,4007993016885,Bâtonnets Chocolat-Vanille,en:FR,e,Milk and dairy products,Ice cream,1467.0,30.8,19.0
258636,4007993016908,Bâtonnets Daim,en:FR,e,Milk and dairy products,Ice cream,1455.0,33.9,22.0
258637,4007993016922,Oreo Ice Cream Sticks,en:FR,e,Milk and dairy products,Ice cream,1409.0,28.1,21.0
258638,4007993017103,Landliebe Eiscreme Stracciatella,Germany,d,Milk and dairy products,Ice cream,946.0,27.2,14.0
258639,4007993017189,Landliebe Eiscreme Bourbon-Vanille,Germany,d,Milk and dairy products,Ice cream,915.0,23.9,14.0
258640,4007993017240,Cônes Chocolat & Vanille,en:FR,e,Milk and dairy products,Ice cream,1353.0,28.0,19.0
258641,4007993017264,Cônes chocolat & noisette,en:FR,d,Milk and dairy products,Ice cream,1438.0,26.1,17.0
258643,4007993017615,Glace chocolat-vanille Milka,en:FR,d,Milk and dairy products,Ice cream,878.0,23.5,16.0
258644,4007993019817,Glace Daim,en:FR,e,Milk and dairy products,Ice cream,1367.0,31.6,21.0
258645,4007993019831,Oreo,Germany,d,Milk and dairy products,Ice cream,1430.0,29.2,18.0
258646,4007993019879,Daim Glace,en:FR,d,Milk and dairy products,Ice cream,1148.0,30.8,18.0
258648,4007993020042,Crispy Chocolate,en:FR,d,Milk and dairy products,Ice cream,1070.0,27.1,16.0
258649,4007993020264,Toblerone,en:FR,e,Milk and dairy products,Ice cream,1502.0,35.9,19.0
258650,4007993021377,Milka Crunchy Chocolate,Germany,e,Milk and dairy products,Ice cream,1445.0,30.6,21.0
258746,4008155031623,Mandelsplitter,Germany,e,Sugary snacks,Sweets,2486.0,32.0,24.0
258747,4008155032347,Kleiner Gruß,Germany,e,Sugary snacks,Sweets,2215.0,41.0,25.0
258757,4008169303129,Sirop de Liège,en:FR,d,Sugary snacks,Sweets,1071.0,62.0,12.0
258758,4008169304508,Sirop de Liège,en:FR,d,Sugary snacks,Sweets,1176.0,62.0,11.0
258770,4008210194416,Mövenpick Bourbon Vanille,Germany,d,Milk and dairy products,Ice cream,729.0,29.0,11.0
258849,4008258442012,Morceaux de gingembre confits,en:FR,d,Sugary snacks,Sweets,1312.0,72.0,13.0
258875,4008355007015,Meistersinger 3-fach sortiert,Germany,d,Sugary snacks,Biscuits and cakes,1699.0,37.9,11.0
258876,4008355007039,Meistersinger mit feiner Schokolade,Germany,d,Sugary snacks,Biscuits and cakes,1767.0,32.5,14.0
258923,4008391212145,Kakao-Düsis,Germany,a,Cereals and potatoes,Breakfast cereals,1594.0,10.0,0.0
258936,4008391550926,Dinkel-Schoko,Germany,d,Sugary snacks,Biscuits and cakes,1847.0,26.0,13.0
258937,4008400102528,Mon Chéri,en:FR,e,Sugary snacks,Sweets,1902.0,48.3,25.0
258944,4008400153322,Ferrero Küsschen,Germany,e,Sugary snacks,Chocolate products,2614.0,39.3,25.0
258945,4008400159027,Ferrero Küsschen,en:FR,e,Sugary snacks,Chocolate products,2614.0,39.3,25.0
258948,4008400173627,Lapin,en:FR,e,Sugary snacks,Chocolate products,2544.0,39.0,25.0
258956,4008400191423,Milch-Schnitte,Germany,e,Sugary snacks,Biscuits and cakes,1754.0,29.5,23.0
258958,4008400204727,Kinder Schokolade,Germany,e,Sugary snacks,Chocolate products,2360.0,53.3,28.0
258959,4008400207322,Kinder Schokolade,Germany,e,Sugary snacks,Sweets,2360.0,53.3,28.0
258964,4008400231723,Kinder Surprise Maxi,en:FR,e,Sugary snacks,Chocolate products,2423.0,53.6,28.0
258969,4008400261522,Kinder country ,en:FR,e,Sugary snacks,Sweets,2329.0,48.8,26.0
258972,4008400284620,Kinder Schoko-Bons,Germany,e,Sugary snacks,Chocolate products,2401.0,52.2,28.0
258975,4008400290522,Pingui chocolat,en:FR,e,Milk and dairy products,Dairy desserts,1873.0,33.1,23.0
258976,4008400290829,Kinder Pingui Chocolat,en:FR,e,Sugary snacks,Sweets,1873.0,33.1,23.0
258977,4008400293028,Pingui Framboise,en:FR,e,Milk and dairy products,Dairy desserts,1780.0,41.9,24.0
258981,4008400308425,duplo Chocnut,Germany,e,Sugary snacks,Sweets,2469.0,41.9,27.0
258988,4008400354125,hanuta,Germany,e,Sugary snacks,Biscuits and cakes,2260.0,42.6,26.0
258991,4008400371429,Kinder Choco fresh,Germany,e,Sugary snacks,Sweets,2421.0,39.3,25.0
258992,4008400390529,100 Tic Tac goût citron vert et orange ,en:FR,d,Sugary snacks,Sweets,1640.0,91.4,14.0
258993,4008400395029,Tic Tac fresh mint,en:FR,d,Sugary snacks,Sweets,1685.0,94.5,15.0
258996,4008400401621,Nutella,en:FR,e,Sugary snacks,Sweets,2284.0,55.9,26.0
258999,4008400402222,Nutella,Germany,e,Sugary snacks,Sweets,2284.0,55.9,26.0
259001,4008400409627,Nutella,Germany,e,Sugary snacks,Sweets,2284.0,55.9,26.0
259002,4008400421025,Yogurette,Germany,e,Sugary snacks,Chocolate products,2382.0,55.4,27.0
259017,4008400660622,Grand Ferrero Rocher,en:FR,e,Sugary snacks,Chocolate products,2506.0,39.9,25.0
259020,4008400818528,Maxi King,en:FR,e,Milk and dairy products,Dairy desserts,2165.0,35.6,23.0
259021,4008400828022,Kinder Maxi,Belgium,e,Sugary snacks,Chocolate products,2360.0,53.3,28.0
259022,4008400828121,Kinder maxi,en:FR,e,Sugary snacks,Sweets,2360.0,53.3,28.0
259023,4008400890326,Choco Fresh,en:FR,e,Sugary snacks,Chocolate products,2421.0,39.3,25.0
259024,4008400895529,Kinder Chocolat,en:FR,e,Sugary snacks,Chocolate products,2360.0,53.3,28.0
259025,4008400935225,Kinder bueno,Germany,e,Sugary snacks,Sweets,2384.0,41.2,27.0
259026,40084015,Duplo,Germany,e,Sugary snacks,Sweets,2316.0,50.4,26.0
259038,40084107,Kinder Überraschung,en:FR,e,Sugary snacks,Chocolate products,2310.0,52.1,27.0
259105,40084701,Kinder Chocolate,en:FR,e,Sugary snacks,Chocolate products,2360.0,53.3,27.0
259136,4008471507321,Bio Grießpudding Himbeere,Germany,c,Milk and dairy products,Dairy desserts,548.0,13.3,3.0
259150,4008486002811,Holunderbeeren-Nektar,Germany,e,Beverages,Fruit nectars,191.0,10.2,14.0
259152,4008486003801,Traubensaft,Germany,e,Beverages,Fruit juices,287.0,16.0,10.0
259179,4008569028387,Flocons d'avoine,en:FR,d,Cereals and potatoes,Breakfast cereals,1506.0,57.7,17.0
259185,4008577000610,Mandel Bienenstich - tiefgefroren,Germany,d,Sugary snacks,Biscuits and cakes,1362.0,20.0,18.0
259186,4008577000801,Sahne Dessert Mousse au Chocolat,Germany,d,Sugary snacks,Chocolate products,1310.0,18.0,16.0
259192,4008577006667,Meister Torte Himbeer Joghurt ,Germany,d,Sugary snacks,Biscuits and cakes,1122.0,19.0,15.0
259193,4008577006698,Banana Split - tiefgefroren,Germany,d,Sugary snacks,Biscuits and cakes,1160.0,22.0,15.0
259194,4008577020243,Banana Split,Germany,d,Sugary snacks,Biscuits and cakes,1298.0,20.0,18.0
259206,4008601247226,Kirschlikör Fässchen,Germany,e,Sugary snacks,Sweets,1868.0,41.1,24.0
259207,4008601247233,Eierlikör Fässchen,Germany,e,Sugary snacks,Sweets,1988.0,51.3,25.0
259208,4008601247240,Weinbrand Fässchen,Germany,e,Sugary snacks,Sweets,1854.0,41.6,24.0
